Address,Type,Datetime,Latitude,Longitude,Incident Number
2401 Utah Av S,Illegal Burn,05/19/2019 02:39:00 AM,47.581888,-122.335125,F190050760
6TH AV N / GALER ST,Rescue Lock In/Out,05/19/2019 02:39:00 AM,47.632298999999996,-122.344959,F190050761
9206 Densmore Av N,Aid Response,05/19/2019 02:35:00 AM,47.695996,-122.337604,F190050758
9061 Seward Park Av S,Aid Response,05/19/2019 02:30:00 AM,47.521679,-122.264284,F190050757
6501 Ravenna Av Ne,Water Job Minor,05/19/2019 02:16:00 AM,47.675776,-122.30381299999999,F190050755
5033 37th Av S,Trans to AMR,05/19/2019 02:12:00 AM,47.556785,-122.286143,F190050754
3233 Sw Avalon Way,Auto Fire Alarm,05/19/2019 02:12:00 AM,47.564417,-122.372777,F190050753
1509 Broadway,Aid Response,05/19/2019 01:59:00 AM,47.614171,-122.32078200000001,F190050752
1535 11th Av,Aid Response,05/19/2019 01:56:00 AM,47.614496,-122.318147,F190050750
1st Av S / S Mead St,Rescue Extrication,05/19/2019 01:51:00 AM,47.551105,-122.334217,F190050749
1220 E Fir St,Aid Response,05/19/2019 01:43:00 AM,47.602685,-122.31640300000001,F190050747
10th Av / E Jefferson St,Aid Response,05/19/2019 01:42:00 AM,47.606209,-122.31941599999999,F190050746
1525 11th Av,Aid Response,05/19/2019 01:39:00 AM,47.614378,-122.318145,F190050745
Fauntleroy Way Sw / Sw Webster St,Aid Response,05/19/2019 01:37:00 AM,47.535804,-122.392578,F190050744
1138 22nd Av E,Automatic Fire Alarm Resd,05/19/2019 01:26:00 AM,47.629386,-122.303542,F190050743
1753 Nw 56th St,Aid Response Yellow,05/19/2019 01:02:00 AM,47.669446,-122.37945,F190050742
4300 Ne 55th St,Automatic Medical Alarm,05/19/2019 12:58:00 AM,47.668557,-122.28213999999998,F190050741
3300 S Washington St,MVI - Motor Vehicle Incident,05/19/2019 12:57:00 AM,47.600856,-122.29051000000001,F190050740
401 Lenora St,Aid Response,05/19/2019 12:56:00 AM,47.613838,-122.341324,F190050739
1421 Minor Av,Aid Response,05/19/2019 12:54:00 AM,47.613146,-122.327096,F190050738
2301 5th Av,Auto Fire Alarm,05/19/2019 12:52:00 AM,47.616033,-122.343075,F190050737
6238 Flora Av S,Medic Response,05/19/2019 12:51:00 AM,47.5472,-122.319043,F190050736
Broadway / E Pine St,Aid Response,05/19/2019 12:43:00 AM,47.615235,-122.320799,F190050735
3204 Sw Morgan St,Aid Response,05/19/2019 12:42:00 AM,47.544669,-122.373777,F190050734
10th Av / E Pike St,Aid Response,05/19/2019 12:35:00 AM,47.614084999999996,-122.319447,F190050732
4800 Sand Point Way Ne,Medic Response,05/19/2019 12:34:00 AM,47.664275,-122.283475,F190050731
3826 Meridian Av N,Water Job Minor,05/19/2019 12:33:00 AM,47.653437,-122.33385,F190050730
8056 17TH AV NE,Scenes Of Violence 14,05/19/2019 12:18:00 AM,47.687183000000005,-122.31001200000001,F190050725
2301 5th Av,AFA4 - Auto Alarm 2 + 1 + 1,05/19/2019 12:17:00 AM,47.616033,-122.343075,F190050724
109 Eastlake Av E,Aid Response,05/18/2019 11:55:00 PM,47.61864,-122.329128,F190050720
4721 Sw Walker St,Aid Response,05/18/2019 11:52:00 PM,47.584065,-122.39204,F190050719
4327 Powell Pl S,Aid Response Yellow,05/18/2019 11:52:00 PM,47.565123,-122.318169,F190050718
1ST AV / PIKE ST,Aid Response,05/18/2019 11:45:00 PM,47.608821,-122.34001299999998,F190050716
912 12th Av,Aid Response,05/18/2019 11:44:00 PM,47.610459999999996,-122.316779,F190050715
Sb I5 At Spokane,MVI Freeway,05/18/2019 11:38:00 PM,47.577176,-122.31966899999999,F190050714
Nw 85th St / 15th Av Nw,Aid Response,05/18/2019 11:36:00 PM,47.690609,-122.376806,F190050713
621 9th Av,Fire in Single Family Res,05/18/2019 11:35:00 PM,47.605701,-122.324882,F190050712
2nd Av N / Thomas St,Aid Response,05/18/2019 11:30:00 PM,47.620926000000004,-122.35282099999999,F190050711
1221 1st Av,Aid Response,05/18/2019 11:24:00 PM,47.606268,-122.337677,F190050709
1421 Minor Av,Aid Response,05/18/2019 11:18:00 PM,47.613146,-122.327096,F190050708
700 Pike St,Aid Response,05/18/2019 11:14:00 PM,47.611606,-122.333354,F190050707
800 Jefferson St,Medic Response,05/18/2019 11:13:00 PM,47.604377,-122.325207,F190050706
1531 Utah Av S,Medic Response,05/18/2019 11:05:00 PM,47.589985999999996,-122.33511899999999,F190050703
1814 Minor Av,Illegal Burn,05/18/2019 10:59:00 PM,47.616942,-122.330731,F190050702
1509 Broadway,Aid Response,05/18/2019 10:57:00 PM,47.614171,-122.32078200000001,F190050700
4801 S Mead St,Trans to AMR,05/18/2019 10:55:00 PM,47.550404,-122.27263700000002,F190050699
533 3rd Av W,Auto Fire Alarm,05/18/2019 10:50:00 PM,47.623717,-122.36063500000002,F190050698
1660 S Columbian Way,Rescue Elevator,05/18/2019 10:40:00 PM,47.561845,-122.310824,F190050697
300 Pine St,Medic Response,05/18/2019 10:37:00 PM,47.610743,-122.338702,F190050695
1020 S Myrtle St,Trans to AMR,05/18/2019 10:33:00 PM,47.539433,-122.32013799999999,F190050696
3230 24th Av S,Aid Response Yellow,05/18/2019 10:29:00 PM,47.574766,-122.30166799999999,F190050692
800 S Cloverdale St,Aid Response,05/18/2019 10:17:00 PM,47.526465,-122.32291599999999,F190050691
1020 S Myrtle St,Trans to AMR,05/18/2019 10:17:00 PM,47.539433,-122.32013799999999,F190050690
3415 15th Av S,Aid Response,05/18/2019 10:15:00 PM,47.572983,-122.313397,F190050689
1250 1st Av S,Single Medic Unit,05/18/2019 10:15:00 PM,47.592048999999996,-122.334195,F190050688
1850 N 34th St,Single Medic Unit,05/18/2019 10:12:00 PM,47.648042,-122.33574099999998,F190050687
525 14th Av E,Aid Response Yellow,05/18/2019 10:11:00 PM,47.623391,-122.314649,F190050686
RAINIER AV S / 54TH AV S,Brush Fire,05/18/2019 10:02:00 PM,47.519834,-122.26508999999999,F190050682
4152 Renton Av S,Automatic Fire Alarm Resd,05/18/2019 09:51:00 PM,47.56565,-122.292781,F190050679
6320 S Fountain St,Medic Response,05/18/2019 09:25:00 PM,47.503223,-122.25271000000001,F190050675
816 E Pike St,Aid Response Yellow,05/18/2019 09:23:00 PM,47.614067999999996,-122.321894,F190050674
3925 Interlake Av N,Medic Response,05/18/2019 09:19:00 PM,47.654491,-122.341233,F190050672
1932 2ND AV,Aid Response,05/18/2019 09:06:00 PM,47.611207,-122.340864,F190050669
2252 Viewmont Way W,Aid Response,05/18/2019 08:57:00 PM,47.637831,-122.403702,F190050668
4001 East Stevens Way Ne,Aid Response,05/18/2019 08:54:00 PM,47.656044,-122.30456699999999,F190050666
100 Crockett St,Trans to AMR,05/18/2019 08:53:00 PM,47.637415999999995,-122.355598,F190050665
Prefontaine Pl S / Yesler Way,Rubbish Fire,05/18/2019 08:52:00 PM,47.601715999999996,-122.330265,F190050664
1103 16th Av,Auto Fire Alarm,05/18/2019 08:52:00 PM,47.611553,-122.311479,F190050662
6940 37th Av S,Aid Response,05/18/2019 08:48:00 PM,47.540295,-122.28623300000001,F190050661
2400 Elliott Av,Aid Response,05/18/2019 08:48:00 PM,47.612815000000005,-122.34953300000001,F190050660
2451 15th Av W,Aid Response,05/18/2019 08:37:00 PM,47.640910999999996,-122.37616100000001,F190050659
1000 1st Av,Aid Response,05/18/2019 08:36:00 PM,47.604695,-122.336238,F190050658
5701 Wilson Av S,Aid Response,05/18/2019 08:34:00 PM,47.551099,-122.26583899999999,F190050657
5th Av / Blanchard St,Aid Response,05/18/2019 08:33:00 PM,47.615265,-122.341775,F190050656
3rd Av / Pike St,Aid Response,05/18/2019 08:32:00 PM,19.0,-151.0,F190050654
8630 Rainier Av S,Trans to AMR,05/18/2019 08:11:00 PM,47.525954,-122.26998300000001,F190050649
223 Yesler Way,Unk Odor,05/18/2019 08:08:00 PM,47.601718,-122.331581,F190050648
32nd Av Ne / Ne 96th St,Illegal Burn,05/18/2019 08:02:00 PM,47.698392,-122.293278,F190050646
1102 E Spruce St,Aid Response,05/18/2019 08:00:00 PM,47.603517,-122.318076,F190050645
12740 30th Av Ne,Aid Response,05/18/2019 08:00:00 PM,47.721329,-122.29633899999999,F190050644
Nb I5 To 50,Aid Response Freeway,05/18/2019 07:59:00 PM,47.65745,-122.32215500000001,F190050643
109 28th Av S,Aid Response,05/18/2019 07:53:00 PM,47.601581,-122.29582099999999,F190050640
2321 N Northlake Way,Aid Response,05/18/2019 07:48:00 PM,47.65058,-122.33078400000001,F190050637
637 3rd Av W,Medic Response,05/18/2019 07:46:00 PM,47.625039,-122.360626,F190050636
3701 WALLA WALLA RD NE,Aid Response,05/18/2019 07:46:00 PM,47.649409999999996,-122.299332,F190050634
4801 Corson Av S,Aid Response,05/18/2019 07:45:00 PM,47.560171999999994,-122.317346,F190050635
111 Cedar St,Medic Response,05/18/2019 07:37:00 PM,47.615877000000005,-122.35051999999999,F190050632
8900 Aurora Av N,Trans to AMR,05/18/2019 07:34:00 PM,47.693461,-122.34455600000001,F190050631
3200 3rd Av W,Auto Fire Alarm,05/18/2019 07:34:00 PM,47.648663,-122.360887,F190050630
10522 Lake City Way Ne,Aid Response,05/18/2019 07:30:00 PM,47.704978999999994,-122.30162,F190050628
223 W Galer St,Aid Response,05/18/2019 07:30:00 PM,47.632321000000005,-122.35980900000001,F190050629
4th Av / Jefferson St,Aid Response,05/18/2019 07:16:00 PM,47.60252,-122.329645,F190050625
24th Av Nw / Nw 61st St,MVI - Motor Vehicle Incident,05/18/2019 07:11:00 PM,47.673103000000005,-122.38758700000001,F190050624
525 Belmont Av E,Aid Response,05/18/2019 07:07:00 PM,47.623422999999995,-122.324032,F190050621
3020 Ne 45th St,Brush Fire,05/18/2019 07:05:00 PM,47.661246000000006,-122.29456100000002,F190050620
6th Av S / S Dakota St,Aid Response,05/18/2019 06:58:00 PM,47.567168,-122.32673600000001,F190050619
NB I5 AT DENNY,MVI Freeway,05/18/2019 06:56:00 PM,47.613695,-122.329853,F190050618
1128 13th Av,Alarm Bell,05/18/2019 06:47:00 PM,47.611678999999995,-122.31543700000002,F190050616
300 Pine St,Medic Response- 7 per Rule,05/18/2019 06:46:00 PM,47.610743,-122.338702,F190050615
105 Warren Av N,Aid Response,05/18/2019 06:33:00 PM,47.618645,-122.354147,F190050611
15th Av Ne / Ne 104th St,Illegal Burn,05/18/2019 06:33:00 PM,47.703521,-122.31236399999999,F190050612
8511 15th Av Ne,Aid Response,05/18/2019 06:32:00 PM,47.690434,-122.31223,F190050610
4221 5th Av Ne,Activated CO Detector,05/18/2019 06:26:00 PM,47.657934999999995,-122.32300500000001,F190050609
305 HARRISON ST,Aid Response,05/18/2019 06:24:00 PM,47.622089,-122.351371,F190050608
1401 2nd Av,Auto Fire Alarm,05/18/2019 06:19:00 PM,47.608292,-122.33799499999999,F190050607
6240 26th Av Ne,Automatic Medical Alarm,05/18/2019 06:13:00 PM,47.674209000000005,-122.29959099999999,F190050606
2016 33rd Av S,Medic Response,05/18/2019 06:07:00 PM,47.585004,-122.290871,F190050605
1116 Nw 51st St,Auto Fire Alarm,05/18/2019 06:04:00 PM,47.665698,-122.370906,F190050603
726 20th Av E,Aid Response,05/18/2019 06:03:00 PM,47.62543,-122.30602900000001,F190050602
4026 Eastern Av N,Automatic Fire Alarm Resd,05/18/2019 05:57:00 PM,47.655845,-122.329047,F190050600
10541 Stone Av N,Alarm Bell,05/18/2019 05:45:00 PM,47.705419,-122.34201000000002,F190050597
1021 N 38th St,Fire in Single Family Res,05/18/2019 05:42:00 PM,47.652726,-122.345436,F190050596
W Comstock St / 1st Av W,Aid Response,05/18/2019 05:33:00 PM,47.630444,-122.357909,F190050594
California Av Sw / Ferry Av Sw,Aid Response,05/18/2019 05:24:00 PM,47.586166999999996,-122.38634499999999,F190050592
4611 35th Av Sw,Trans to AMR,05/18/2019 05:16:00 PM,47.561926,-122.376204,F190050591
1st Av S / S Royal Brougham Way,Aid Response,05/18/2019 05:10:00 PM,47.592396,-122.334195,F190050590
5218 17th Av Ne,Trans to AMR,05/18/2019 05:02:00 PM,47.666539,-122.309451,F190050588
Nb I5 At 130,MVI - Motor Vehicle Incident,05/18/2019 04:53:00 PM,47.719838,-122.32413100000001,F190050586
Nb I5 To Lake City,MVI - Motor Vehicle Incident,05/18/2019 04:49:00 PM,47.677690000000005,-122.32038700000001,F190050584
1701 Broadway,Auto Fire Alarm,05/18/2019 04:47:00 PM,47.616403000000005,-122.32081699999999,F190050582
Lake Washington Blvd S / S Irving St,Medic Response,05/18/2019 04:42:00 PM,47.591136,-122.28910900000001,F190050581
11 W Aloha St,Aid Response,05/18/2019 04:41:00 PM,47.627192,-122.35682299999999,F190050580
718 N 143rd St,Aid Response Yellow,05/18/2019 04:37:00 PM,47.732314,-122.35023600000001,F190050579
1600 15th Av W,Investigate Out Of Service,05/18/2019 04:30:00 PM,47.633499,-122.376195,F190050578
7728 21st Av Ne,Automatic Fire Alarm Resd,05/18/2019 04:30:00 PM,47.685075,-122.30538600000001,F190050577
11030 5th Av Ne,Aid Response,05/18/2019 04:29:00 PM,47.709488,-122.323301,F190050576
6209 34th Av Ne,Aid Response,05/18/2019 04:28:00 PM,47.674031,-122.291147,F190050575
1134 13th Av,Aid Response,05/18/2019 04:27:00 PM,47.611707,-122.31543799999999,F190050573
3020 S Genesee St,Aid Response,05/18/2019 04:27:00 PM,47.563953999999995,-122.294845,F190050574
3820 S Ferdinand St,Aid Response,05/18/2019 04:13:00 PM,47.557848,-122.28472099999999,F190050569
1250 1st Av S,EVENT - Special Event,05/18/2019 04:01:00 PM,47.592048999999996,-122.334195,F190050568
16th Av S / S Weller St,Aid Response,05/18/2019 03:59:00 PM,47.597489,-122.31158300000001,F190050567
100 Melrose Av E,Aid Response Yellow,05/18/2019 03:57:00 PM,47.618497,-122.327854,F190050565
9999 Holman Rd Nw,Aid Response,05/18/2019 03:57:00 PM,47.701698,-122.362125,F190050566
3502 S Morgan St,Trans to AMR,05/18/2019 03:56:00 PM,47.544317,-122.288596,F190050564
Rainier Av S / S Jackson St,Aid Response,05/18/2019 03:53:00 PM,47.599208000000004,-122.31413899999998,F190050563
3924 Montlake Blvd Ne,Aid Response,05/18/2019 03:43:00 PM,47.652652,-122.303049,F190050562
12702 15th Av Ne,Automatic Medical Alarm,05/18/2019 03:39:00 PM,47.720887,-122.31267199999999,F190050560
9038 Palatine Av N,Aid Response,05/18/2019 03:27:00 PM,47.694559999999996,-122.356683,F190050558
Bellevue Av E / E Loretta Pl,Fuel Spill,05/18/2019 03:22:00 PM,47.619218,-122.32658300000001,F190050556
403 W Comstock St,Automatic Fire Alarm Resd,05/18/2019 03:14:00 PM,47.63046,-122.361833,F190050553
5920 17th Av Sw,Aid Response,05/18/2019 03:12:00 PM,47.548522,-122.35595500000001,F190050551
325 5th Av N,Aid Response Yellow,05/18/2019 03:09:00 PM,47.621487,-122.347597,F190050550
600 N 34th St,Aid Response,05/18/2019 03:06:00 PM,47.649823,-122.351303,F190050548
1401 2nd Av,Alarm Bell,05/18/2019 03:02:00 PM,47.608292,-122.33799499999999,F190050545
714 1st Av W,Activated CO Detector,05/18/2019 02:53:00 PM,47.626067,-122.358006,F190050544
11737 5th Av Ne,Aid Response,05/18/2019 02:52:00 PM,47.714265000000005,-122.32343999999999,F190050542
532 Queen Anne Av N,Aid Response,05/18/2019 02:49:00 PM,47.62369,-122.35671699999999,F190050540
509 3rd Av,Trans to AMR,05/18/2019 02:48:00 PM,47.602114,-122.330809,F190050539
1415 2nd Av,Auto Fire Alarm,05/18/2019 02:47:00 PM,47.608434,-122.338125,F190050538
8601 26th Av Ne,Aid Response,05/18/2019 02:46:00 PM,47.690751,-122.300386,F190050537
3295 Sw Avalon Way,Activated CO Detector,05/18/2019 02:39:00 PM,47.56411,-122.373469,F190050534
Occidental Av S / Yesler Way,Trans to AMR,05/18/2019 02:30:00 PM,47.601721000000005,-122.332874,F190050532
5622 Corson Av S,Illegal Burn,05/18/2019 02:27:00 PM,47.551864,-122.319927,F190050531
5215 5th Av S,1RED 1 Unit,05/18/2019 02:24:00 PM,47.555518,-122.32838400000001,F190050530
317 37th Av E,Activated CO Detector,05/18/2019 02:21:00 PM,47.62144,-122.285757,F190050528
4510 35th Av W,Car Fire,05/18/2019 02:20:00 PM,47.661522,-122.402557,F190050526
3131 Elliott Av,Automatic Fire Alarm False,05/18/2019 02:19:00 PM,47.617694,-122.35721399999998,F190050524
2139 Ferry Av Sw,Aid Response,05/18/2019 02:14:00 PM,47.584740000000004,-122.387914,F190050521
1415 Western Av,AFA4 - Auto Alarm 2 + 1 + 1,05/18/2019 02:14:00 PM,47.607506,-122.340346,F190050522
424 Minor Av N,Aid Response,05/18/2019 02:08:00 PM,47.622242,-122.332995,F190050520
13730 Lake City Way Ne,Aid Response,05/18/2019 02:03:00 PM,47.728466,-122.29225600000001,F190050517
3rd Av / Blanchard St,Medic Response,05/18/2019 01:49:00 PM,47.613935999999995,-122.34349399999999,F190050516
1635 11th Av,Aid Response,05/18/2019 01:47:00 PM,47.615659,-122.31816599999999,F190050515
2554 29th Av S,Automatic Medical Alarm,05/18/2019 01:41:00 PM,47.579992,-122.295178,F190050514
100 S Washington St,Aid Response,05/18/2019 01:40:00 PM,47.600883,-122.33418200000001,F190050513
3375 W Commodore Way,Aid Response,05/18/2019 01:37:00 PM,47.665282,-122.400829,F190050511
2601 W Marina Pl,Aid Response,05/18/2019 01:37:00 PM,47.631254,-122.390196,F190050509
Aurora Av N / N 105th St,Aid Response,05/18/2019 01:37:00 PM,47.705051,-122.34469399999999,F190050510
318 2nd Av Et S,Medic Response,05/18/2019 01:33:00 PM,47.600194,-122.330541,F190050508
4th Av / Pike St,Aid Response,05/18/2019 01:22:00 PM,47.610214,-122.33668300000001,F190050507
Lake Washington Blvd E / E Madison St,1RED 1 Unit,05/18/2019 01:20:00 PM,47.626018,-122.29243999999998,F190050505
Illinois Av / Discovery Park Blvd,Aid Response,05/18/2019 01:14:00 PM,47.660958,-122.409754,F190050504
4401 4th Av S,Aid Response,05/18/2019 01:09:00 PM,47.564617,-122.329378,F190050502
4647 S Chicago St,Fire in Single Family Res,05/18/2019 01:07:00 PM,47.532628,-122.27468200000001,F190050501
901 Rainier Av S,Medic Response,05/18/2019 01:06:00 PM,47.594356,-122.310367,F190050500
2550 3rd Av,Rescue Elevator,05/18/2019 01:01:00 PM,47.616302000000005,-122.347497,F190050499
8538 1st Av Nw,Aid Response,05/18/2019 12:50:00 PM,47.690951,-122.35798600000001,F190050498
6703 Dayton Av N,Medic Response- 6 per Rule,05/18/2019 12:46:00 PM,47.677831,-122.35261000000001,F190050497
1117 17th Av E,Medic Response,05/18/2019 12:23:00 PM,47.629001,-122.30993500000001,F190050494
7500 Seward Park Av S,Medic Response,05/18/2019 12:18:00 PM,47.535387,-122.267284,F190050492
3rd Av / James St,Aid Response,05/18/2019 12:11:00 PM,47.602769,-122.33140900000001,F190050490
923 23rd Av S,Illegal Burn,05/18/2019 12:10:00 PM,47.594403,-122.302217,F190050489
517 3rd Av,Medic Response,05/18/2019 12:09:00 PM,47.602171999999996,-122.330863,F190050488
3033 California Av Sw,Trans to AMR,05/18/2019 12:04:00 PM,47.576766,-122.386721,F190050487
2530 15th Av W,Natural Gas Odor,05/18/2019 11:55:00 AM,47.641846,-122.37616499999999,F190050486
2611 S Dearborn St,Trans to AMR,05/18/2019 11:48:00 AM,47.595541,-122.298643,F190050485
1411 S Concord St,Trans to AMR,05/18/2019 11:47:00 AM,47.523892,-122.314927,F190050483
6111 24th Av Nw,Aid Response,05/18/2019 11:46:00 AM,47.673177,-122.38758700000001,F190050482
1414 E Yesler Way,Auto Fire Alarm,05/18/2019 11:46:00 AM,47.601687,-122.31398,F190050481
215 10th Av E,Rescue Elevator,05/18/2019 11:44:00 AM,47.620084000000006,-122.319542,F190050484
Belmont Av / E Pike St,Aid Response,05/18/2019 11:39:00 AM,47.614094,-122.324458,F190050479
12035 Aurora Av N,Aid Response,05/18/2019 11:38:00 AM,47.716786,-122.344889,F190050478
4841 45th Av Ne,Aid Response,05/18/2019 11:29:00 AM,47.663942999999996,-122.279404,F190050476
9000 Rainier Av S,Aid Response,05/18/2019 11:28:00 AM,47.523307,-122.26998600000002,F190050474
2614 4th Av,Aid Response Yellow,05/18/2019 11:27:00 AM,47.617315999999995,-122.347229,F190050473
12706 Lake City Way Ne,Aid Response,05/18/2019 11:26:00 AM,47.721125,-122.294141,F190050472
4841 Ne 45th St,Aid Response,05/18/2019 11:25:00 AM,47.661283000000005,-122.27533000000001,F190050471
5006 25th Av S,Automatic Fire Alarm Resd,05/18/2019 11:22:00 AM,47.557303000000005,-122.300367,F190050470
4831 35th Av Sw,Aid Response,05/18/2019 11:20:00 AM,47.558988,-122.37623400000001,F190050469
1313 15th Av S,Trans to AMR,05/18/2019 11:19:00 AM,47.591373,-122.314194,F190050468
3rd Av / Pike St,Aid Response,05/18/2019 11:10:00 AM,-46.0,-139.0,F190050465
811 Maynard Av S,Aid Response,05/18/2019 11:06:00 AM,47.595741,-122.32506799999999,F190050464
4544 7th Av Ne,Automatic Medical Alarm,05/18/2019 11:03:00 AM,47.662003999999996,-122.320724,F190050463
1502 6th Av W,Aid Response,05/18/2019 10:58:00 AM,47.632342,-122.36505,F190050462
900 Poplar Pl S,Medic Response- 6 per Rule,05/18/2019 10:50:00 AM,47.594759,-122.31201399999999,F190050458
1514 S Ferdinand St,Aid Response Yellow,05/18/2019 10:47:00 AM,47.559049,-122.313227,F190050457
1604 Palm Av Sw,Automatic Fire Alarm Resd,05/18/2019 10:47:00 AM,47.589221,-122.38370800000001,F190050456
2105 Queen Anne Av N,Aid Response,05/18/2019 10:40:00 AM,47.63722,-122.35694,F190050453
5300 24th Av Ne,Aid Response,05/18/2019 10:40:00 AM,47.66707,-122.301946,F190050454
820 Nw 95th St,Aid Response,05/18/2019 10:30:00 AM,47.697866999999995,-122.36701599999999,F190050452
500 4th Av,Aid Response,05/18/2019 10:28:00 AM,47.60252,-122.329645,F190050451
718 N 143rd St,Trans to AMR,05/18/2019 10:24:00 AM,47.732314,-122.35023600000001,F190050450
747 Broadway,Auto Fire Alarm,05/18/2019 10:22:00 AM,47.608622,-122.320756,F190050448
2024 3rd Av,Aid Response,05/18/2019 10:17:00 AM,47.612578000000006,-122.341197,F190050447
11045 8th Av Ne,Aid Response Yellow,05/18/2019 10:16:00 AM,47.708899,-122.320568,F190050445
12740 33rd Av Ne,Aid Response,05/18/2019 10:15:00 AM,47.720938000000004,-122.29251299999999,F190050446
2225 Alaskan Way,Aid Response,05/18/2019 10:15:00 AM,47.610948,-122.347926,F190050444
9th Av N / Republican St,Aid Response,05/18/2019 10:15:00 AM,47.623214000000004,-122.339751,F190050442
216 20th Av S,Automatic Fire Alarm Resd,05/18/2019 10:13:00 AM,47.600698,-122.306354,F190050441
3622 Sw Snoqualmie St,Aid Response,05/18/2019 10:10:00 AM,47.562034999999995,-122.37773500000002,F190050440
10742 20th Av Ne,Aid Response Yellow,05/18/2019 10:07:00 AM,47.706893,-122.30621599999999,F190050439
9009 Greenwood Av N,Automatic Medical Alarm,05/18/2019 10:02:00 AM,47.69429,-122.35533999999998,F190050438
805 4th Av N,Aid Response,05/18/2019 09:59:00 AM,48.0,-26.0,F190050437
300 Pine St,Aid Response,05/18/2019 09:54:00 AM,47.610743,-122.338702,F190050436
1923 3rd Av,Aid Response,05/18/2019 09:51:00 AM,47.611802000000004,-122.33988400000001,F190050435
1311 12th Av S,Aid Response,05/18/2019 09:47:00 AM,47.591454,-122.31728100000001,F190050434
1221 1st Av,Auto Fire Alarm,05/18/2019 09:37:00 AM,47.606268,-122.337677,F190050432
4111 E Edgewater Pl,Trans to AMR,05/18/2019 09:29:00 AM,47.642058,-122.27928600000001,F190050430
3828 Interlake Av N,Medic Response,05/18/2019 09:18:00 AM,47.653089,-122.34134099999999,F190050427
UNIVERSITY WAY NE / NE 42ND ST,EVENT - Special Event,05/18/2019 09:12:00 AM,47.658315,-122.313207,F190050426
2200 4th Av S,Medic Response,05/18/2019 08:57:00 AM,47.583977000000004,-122.329054,F190050424
2001 W Garfield St,Aid Response,05/18/2019 08:51:00 AM,47.633255,-122.378853,F190050421
3519 Burke Av N,Automatic Fire Alarm Resd,05/18/2019 08:48:00 AM,47.649429999999995,-122.33513899999998,F190050420
800 Occidental Av S,EVENT - Special Event,05/18/2019 08:47:00 AM,47.595693,-122.33327299999999,F190050416
3rd Av / Bell St,Aid Response,05/18/2019 08:47:00 AM,47.614705,-122.344794,F190050417
8105 5th Av S,HAZADV - Hazmat Advised,05/18/2019 08:45:00 AM,47.530809999999995,-122.329451,F190050419
221 18th Av S,Aid Response,05/18/2019 08:43:00 AM,47.600659,-122.30896399999999,F190050415
15th Av Ne / Ne 45th St,Dumpster Fire,05/18/2019 08:32:00 AM,47.661262,-122.31199299999999,F190050413
4th Av / Blanchard St,Trans to AMR,05/18/2019 08:32:00 AM,47.6146,-122.342634,F190050414
5270 Rainier Av S,Trans to AMR,05/18/2019 07:51:00 AM,47.554937,-122.282393,F190050409
4520 UNIVERSITY WAY NE,Dumpster Fire,05/18/2019 07:34:00 AM,47.661444,-122.31312700000001,F190050408
1925 1st Av,Aid Response,05/18/2019 07:23:00 AM,47.610479999999995,-122.341617,F190050407
3244 Nw 54th St,Aid Response,05/18/2019 07:17:00 AM,47.667464,-122.399817,F190050405
3915 31ST AV S,Aid Response,05/18/2019 07:16:00 AM,47.568765,-122.292454,F190050404
4606 4th Av S,Auto Fire Alarm,05/18/2019 06:47:00 AM,47.561996,-122.329347,F190050396
2815 S Norman St,Automatic Fire Alarm Resd,05/18/2019 06:47:00 AM,47.593312,-122.296419,F190050397
13716 Lake City Way Ne,Medic Response,05/18/2019 06:24:00 AM,47.72838,-122.292253,F190050393
2729 51st Av Sw,Aid Response,05/18/2019 06:23:00 AM,47.5791,-122.397283,F190050391
1534 1st Av S,Alarm Bell,05/18/2019 05:59:00 AM,47.589954,-122.334195,F190050390
113 23RD AV S,Aid Response,05/18/2019 05:57:00 AM,47.601601,-122.30228400000001,F190050389
9240 2ND AV SW,Trans to AMR,05/18/2019 05:51:00 AM,47.520451,-122.336003,F190050388
600 4th Av,Trans to AMR,05/18/2019 05:23:00 AM,47.603233,-122.330297,F190050387
107 N 51st St,Aid Response,05/18/2019 04:54:00 AM,47.665779,-122.357074,F190050386
4th Av / Cherry St,Trans to AMR,05/18/2019 04:52:00 AM,47.603947999999995,-122.330952,F190050385
2209 1st Av,Trans to AMR,05/18/2019 04:46:00 AM,47.612669,-122.34531899999999,F190050384
2510 14th Av S,Aid Response,05/18/2019 04:38:00 AM,47.580943,-122.31471299999998,F190050383
2321 4th Av,Trans to AMR,05/18/2019 04:25:00 AM,47.615524,-122.344197,F190050382
10556 13th Av Nw,Medic Response,05/18/2019 04:23:00 AM,47.706327,-122.372754,F190050381
721 Pine St,Aid Response,05/18/2019 04:18:00 AM,47.612701,-122.33402099999999,F190050380
5232 45th Av S,Aid Response Yellow,05/18/2019 04:10:00 AM,47.554245,-122.276579,F190050379
1421 Minor Av,Aid Response,05/18/2019 04:03:00 AM,47.613146,-122.327096,F190050378
2nd Av S / S Washington St,Aid Response,05/18/2019 03:47:00 AM,47.600879,-122.331572,F190050377
2219 2nd Av,Aid Response Yellow,05/18/2019 03:32:00 AM,47.613412,-122.34459199999999,F190050373
315 Nw 85th St,Aid Response,05/18/2019 03:28:00 AM,47.690626,-122.36077399999999,F190050372
1000 E James Way,Auto Fire Alarm,05/18/2019 03:26:00 AM,47.607828999999995,-122.31931399999999,F190050370
