Address,Type,Datetime,Latitude,Longitude,Incident Number
2119 2nd Av,Trans to AMR,05/08/2019 08:14:00 PM,47.612643,-122.34329199999999,F190046710
N 110th St / Fremont Av N,Aid Response,05/08/2019 08:11:00 PM,47.7087,-122.350145,F190046706
Rainier Av S / S Walden St,Aid Response,05/08/2019 08:10:00 PM,47.572919,-122.29400600000001,F190046705
325 9TH AV,Auto Fire Alarm,05/08/2019 08:04:00 PM,47.603588,-122.322949,F190046701
9440 27th Av Sw,Trans to AMR,05/08/2019 08:03:00 PM,47.518457,-122.367275,F190046702
2021 Nw 56th St,Rubbish Fire,05/08/2019 08:02:00 PM,47.669447999999996,-122.382391,F190046700
3325 Burke Av N,Auto Fire Alarm,05/08/2019 07:59:00 PM,47.647159,-122.33516599999999,F190046698
3037 Nw Market St,Alarm Bell,05/08/2019 07:56:00 PM,47.668646,-122.394926,F190046696
5108 S Dawson St,Aid Response,05/08/2019 07:56:00 PM,47.55485,-122.269706,F190046697
Pike Pl / Pine St,Medic Response,05/08/2019 07:53:00 PM,47.609433,-122.34183200000001,F190046695
100 W Mercer St,Aid Response,05/08/2019 07:52:00 PM,47.624588,-122.35801599999999,F190046694
100 W MERCER ST,Aid Response,05/08/2019 07:47:00 PM,47.624588,-122.35801599999999,F190046693
Rainier Av S / S Walden St,Aid Response,05/08/2019 07:45:00 PM,47.572919,-122.29400600000001,F190046691
10507 Aurora Av N,Aid Response Yellow,05/08/2019 07:43:00 PM,47.705096000000005,-122.344695,F190046690
325 9th Av,Aid Response,05/08/2019 07:37:00 PM,47.603588,-122.322949,F190046688
4240 S Rose Ct,Aid Response,05/08/2019 07:26:00 PM,47.529699,-122.27891000000001,F190046686
4th Av S / S Holgate St,Aid Response,05/08/2019 07:25:00 PM,47.58617,-122.32906200000001,F190046685
617 3rd Av W,Scenes Of Violence 7,05/08/2019 07:24:00 PM,47.624795,-122.36062700000001,F190046684
11753 15th Av Ne,Aid Response,05/08/2019 07:24:00 PM,47.714647,-122.31251499999999,F190046683
715 Spring St,Aid Response,05/08/2019 07:23:00 PM,47.608268,-122.330056,F190046682
725 10th Av E,Aid Response,05/08/2019 07:18:00 PM,47.625627,-122.320225,F190046681
4100 Sw Edmunds St,Auto Fire Alarm,05/08/2019 07:15:00 PM,47.559314,-122.38418899999999,F190046680
6339 34th Av Sw,Hang-Up- Aid,05/08/2019 07:09:00 PM,47.546215000000004,-122.375056,F190046679
4831 35th Av Sw,Medic Response,05/08/2019 07:07:00 PM,47.558988,-122.37623400000001,F190046678
Phinney Av N / N 34th St,Trans to AMR,05/08/2019 07:02:00 PM,47.650469,-122.35448400000001,F190046677
2001 15th Av W,Aid Response,05/08/2019 07:01:00 PM,47.636719,-122.37614099999999,F190046676
805 4th Av N,Aid Response,05/08/2019 07:00:00 PM,76.0,66.0,F190046675
Lake City Way Ne / Ne Northgate Way,Scenes Of Violence 7,05/08/2019 06:58:00 PM,47.71042,-122.300472,F190046674
2922 W Garfield St,Aid Response Yellow,05/08/2019 06:55:00 PM,47.63377,-122.39456899999999,F190046673
9610 Rainier Av S,3RED - 1 +1 + 1,05/08/2019 06:53:00 PM,47.519073,-122.25698600000001,F190046672
517 3rd Av,Aid Response,05/08/2019 06:47:00 PM,47.602171999999996,-122.330863,F190046671
1526 S Pearl St,Aid Response Yellow,05/08/2019 06:45:00 PM,47.55673,-122.31266000000001,F190046670
1250 1st Av S,EVENT - Special Event,05/08/2019 06:40:00 PM,47.592048999999996,-122.334195,F190046668
1st Av / Cherry St,Aid Response,05/08/2019 06:38:00 PM,47.602554999999995,-122.334281,F190046667
234 Fairview Av N,Trans to AMR,05/08/2019 06:34:00 PM,47.620059999999995,-122.33426299999999,F190046665
3011 E Cherry St,Aid Response,05/08/2019 06:22:00 PM,47.60799,-122.29351399999999,F190046660
147 N 132nd St,Medic Response,05/08/2019 06:22:00 PM,47.725059,-122.35738400000001,F190046661
Nb I5 Fr Spokane,Aid Response,05/08/2019 06:18:00 PM,47.571428000000004,-122.325101,F190046658
WESTLAKE AV N / MERCER ST,Trans to AMR,05/08/2019 06:15:00 PM,47.624552,-122.338435,F190046656
7500 45th Av Sw,Aid Response Yellow,05/08/2019 06:11:00 PM,47.535851,-122.39040800000001,F190046654
1020 Ne 82nd St,Aid Response,05/08/2019 06:05:00 PM,47.688549,-122.317315,F190046651
1431 Minor Av,Aid Response,05/08/2019 06:04:00 PM,47.613246999999994,-122.32718700000001,F190046649
5221 Ravenna Av Ne,Fire in Building,05/08/2019 06:02:00 PM,47.666571000000005,-122.303418,F190046648
2900 3rd Av W,Trans to AMR,05/08/2019 05:54:00 PM,47.645803,-122.360896,F190046646
204 3rd Av S,Aid Response,05/08/2019 05:47:00 PM,47.600843,-122.330271,F190046643
222 Pike St,Aid Response,05/08/2019 05:44:00 PM,47.609389,-122.338655,F190046641
1431 Minor Av,Medic Response,05/08/2019 05:42:00 PM,47.613246999999994,-122.32718700000001,F190046640
4324 31st Av W,Automatic Fire Alarm Resd,05/08/2019 05:40:00 PM,47.658738,-122.396932,F190046639
West Marginal Way Sw / Sw Spokane St,MVI - Motor Vehicle Incident,05/08/2019 05:37:00 PM,47.572095000000004,-122.36001,F190046638
1306 WESTERN AV,Medic Response,05/08/2019 05:36:00 PM,47.606421000000005,-122.339353,F190046637
Ne 115th St / 14th Av Ne,Medic Response,05/08/2019 05:33:00 PM,47.712175,-122.313802,F190046636
3001 S Myrtle St,Aid Response,05/08/2019 05:30:00 PM,47.538902,-122.293225,F190046634
4101 BEACON AV S,MVI - Motor Vehicle Incident,05/08/2019 05:29:00 PM,47.566538,-122.30650200000001,F190046635
7007 34th Av Nw,Automatic Fire Alarm Resd,05/08/2019 05:29:00 PM,47.679474,-122.401081,F190046633
4500 PHINNEY AV N,Aid Response,05/08/2019 05:25:00 PM,47.661401,-122.354372,F190046632
Post Al / Virginia St,Aid Response,05/08/2019 05:21:00 PM,47.610735999999996,-122.343049,F190046630
2900 3rd Av W,Aid Response,05/08/2019 05:20:00 PM,47.645803,-122.360896,F190046629
S Alaska St / Airport Way S,Rescue Extrication,05/08/2019 05:10:00 PM,47.561212,-122.32313,F190046625
9119 50th Av S,Medic Response,05/08/2019 05:09:00 PM,47.522078,-122.271395,F190046624
3021 Sw Bradford St,Aid Response,05/08/2019 05:05:00 PM,47.569237,-122.371429,F190046623
12701 Palatine Av N,Trans to AMR,05/08/2019 05:00:00 PM,47.721425,-122.35688300000001,F190046621
Roosevelt Way Ne / Ne Northgate Way,Aid Response,05/08/2019 04:54:00 PM,47.708560999999996,-122.317852,F190046619
118 Ne 45th St,Aid Response,05/08/2019 04:47:00 PM,47.661359000000004,-122.328075,F190046618
1050 Ne 50th St,Aid Response,05/08/2019 04:46:00 PM,47.664932,-122.31685900000001,F190046617
6th Av / Cherry St,Aid Response,05/08/2019 04:42:00 PM,47.604876000000004,-122.32873400000001,F190046615
9440 27th Av Sw,Trans to AMR,05/08/2019 04:41:00 PM,47.518457,-122.367275,F190046616
1816 Bellevue Av,Medic Response,05/08/2019 04:37:00 PM,47.617855,-122.326761,F190046614
2551 Thorndyke Av W,Rescue Elevator,05/08/2019 04:37:00 PM,47.642154,-122.385152,F190046613
3950 SW OTHELLO ST,MVI - Motor Vehicle Incident,05/08/2019 04:35:00 PM,47.537521000000005,-122.38283200000001,F190046612
1317 SW SPOKANE ST,Water Rescue Response,05/08/2019 04:33:00 PM,47.570913,-122.350897,F190046610
415 Boren Av,Aid Response,05/08/2019 04:33:00 PM,47.605156,-122.32132,F190046611
1317 SW SPOKANE ST,Water Rescue Recon Response,05/08/2019 04:31:00 PM,47.570913,-122.350897,F190046608
4801 Rainier Av S,Aid Response,05/08/2019 04:26:00 PM,47.559447,-122.28595200000001,F190046603
6th Av / Cherry St,Trans to AMR,05/08/2019 04:23:00 PM,47.604876000000004,-122.32873400000001,F190046601
1403 3rd Av,Aid Response,05/08/2019 04:20:00 PM,47.608776,-122.336904,F190046600
3315 Ne 137th St,Auto Fire Alarm,05/08/2019 04:00:00 PM,47.728288,-122.29193300000001,F190046592
3315 Ne 137th St,Alarm Bell,05/08/2019 04:00:00 PM,47.728288,-122.29193300000001,F190046593
722 N 143rd St,Aid Response,05/08/2019 03:58:00 PM,47.732314,-122.350182,F190046590
20th Av / E Union St,Aid Response,05/08/2019 03:55:00 PM,47.61291,-122.306246,F190046589
2664 38th Av Sw,Aid Response,05/08/2019 03:53:00 PM,47.579994,-122.380229,F190046588
13773 30th Av Ne,Aid Response,05/08/2019 03:52:00 PM,47.728451,-122.29643600000001,F190046587
620 5th Av W,Medic Response,05/08/2019 03:49:00 PM,47.62485,-122.363238,F190046586
1533 Western Av,Medic Response,05/08/2019 03:46:00 PM,47.608682,-122.341421,F190046585
8TH AV / JEFFERSON ST,Medic Response,05/08/2019 03:46:00 PM,47.604377,-122.325207,F190046584
8623 Ravenna Av Ne,Aid Response,05/08/2019 03:34:00 PM,47.691314,-122.30208400000001,F190046582
515 Minor Av,Aid Response,05/08/2019 03:33:00 PM,47.606466999999995,-122.32091000000001,F190046581
6007 California Av Sw,Aid Response,05/08/2019 03:32:00 PM,47.54845,-122.38714399999999,F190046580
4217 LAKE WASHINGTON BLVD S,Medic Response- 7 per Rule,05/08/2019 03:28:00 PM,47.565153,-122.267983,F190046579
Boren Av / Madison St,Aid Response,05/08/2019 03:25:00 PM,47.609338,-122.325139,F190046577
3120 Sw Avalon Way,Medic Response,05/08/2019 03:23:00 PM,47.565834,-122.37185900000001,F190046576
13514 36th Av Ne,Trans to AMR,05/08/2019 03:16:00 PM,47.72657,-122.28956200000002,F190046575
35th Av Ne / Ne 75th St,Aid Response,05/08/2019 03:11:00 PM,47.683048,-122.290479,F190046574
302 Ne Northgate Way,Aid Response,05/08/2019 03:10:00 PM,47.708611,-122.325928,F190046573
660 S Andover St,AFA4 - Auto Alarm 2 + 1 + 1,05/08/2019 03:02:00 PM,47.568056,-122.325112,F190046571
Dayton Av N / N 50th St,Rescue Lock In/Out,05/08/2019 02:57:00 PM,47.665017999999996,-122.35271100000001,F190046570
1410 Ne 66th St,Medic Response,05/08/2019 02:53:00 PM,47.676516,-122.313014,F190046569
4045 Delridge Way Sw,Aid Response,05/08/2019 02:41:00 PM,47.567516,-122.363295,F190046565
3021 Sw Bradford St,Trans to AMR,05/08/2019 02:36:00 PM,47.569237,-122.371429,F190046564
1930 Post Al,Trans to AMR,05/08/2019 02:22:00 PM,47.610181,-122.34211699999999,F190046561
5th Av S / S Jackson St,Aid Response,05/08/2019 02:17:00 PM,47.599195,-122.32766699999999,F190046559
14th Av Sw / Sw Thistle St,Illegal Burn,05/08/2019 02:11:00 PM,47.528304,-122.35312900000001,F190046558
3RD AV / YESLER WAY,Aid Response,05/08/2019 02:08:00 PM,47.601715999999996,-122.330265,F190046557
1700 E Madison St,Medic Response,05/08/2019 01:59:00 PM,47.615590000000005,-122.310151,F190046556
2030 3rd Av,TEST - MIS TEST,05/08/2019 01:55:00 PM,47.612626,-122.341277,F190046553
18th Av Sw / Sw Dawson St,Medic Response- 6 per Rule,05/08/2019 01:54:00 PM,47.555755,-122.35705,F190046552
13000 Lake City Way Ne,Aid Response,05/08/2019 01:52:00 PM,47.722899,-122.293194,F190046551
2121 7th Av,Trans to AMR,05/08/2019 01:43:00 PM,47.615982,-122.339019,F190046548
900 University St,Medic Response,05/08/2019 01:28:00 PM,47.61055,-122.32931799999999,F190046545
E Jefferson St / M L King Jr Way,Aid Response,05/08/2019 01:24:00 PM,47.606173,-122.29678899999999,F190046542
1216 1st Av W,Aid Response,05/08/2019 01:23:00 PM,47.629709999999996,-122.35791699999999,F190046541
1621 S Jackson St,Aid Response,05/08/2019 01:19:00 PM,47.599227,-122.311297,F190046540
4th Av / Blanchard St,Medic Response- 7 per Rule,05/08/2019 01:15:00 PM,47.6146,-122.342634,F190046538
4401 4th Av S,MVI - Motor Vehicle Incident,05/08/2019 01:12:00 PM,47.564617,-122.329378,F190046537
2308 Nw 86th St,Natural Gas Leak,05/08/2019 01:10:00 PM,47.691078000000005,-122.38553300000001,F190046536
325 9th Av,Aid Response,05/08/2019 01:10:00 PM,47.603588,-122.322949,F190046535
4755 Fauntleroy Way Sw,Aid Response,05/08/2019 01:08:00 PM,47.560074,-122.38145700000001,F190046534
Rainier Av S / 51st Av S,Aid Response,05/08/2019 01:04:00 PM,47.520146999999994,-122.269719,F190046533
4659 25th Av Ne,MVI - Motor Vehicle Incident,05/08/2019 01:00:00 PM,47.662902,-122.300908,F190046531
4659 25th Av Ne,MVI - Motor Vehicle Incident,05/08/2019 01:00:00 PM,47.662902,-122.300908,F190046530
Taylor Av N / Mercer St,Aid Response,05/08/2019 12:56:00 PM,47.624558,-122.34626599999999,F190046529
12203 9th Av Ne,Aid Response,05/08/2019 12:55:00 PM,47.716865000000006,-122.319317,F190046528
8016 Greenwood Av N,Aid Response,05/08/2019 12:53:00 PM,47.687053000000006,-122.3553,F190046527
12531 28th Av Ne,Aid Response,05/08/2019 12:51:00 PM,47.719542,-122.29770500000001,F190046526
801 9th Av,Aid Response,05/08/2019 12:44:00 PM,47.606982,-122.32605600000001,F190046522
1101 Madison St,Aid Response,05/08/2019 12:36:00 PM,47.609343,-122.325128,F190046519
3rd Av / Yesler Way,Trans to AMR,05/08/2019 12:36:00 PM,47.601715999999996,-122.330265,F190046520
5030 35th Av Sw,Aid Response,05/08/2019 12:32:00 PM,47.557156,-122.376248,F190046518
N 36th St / Phinney Av N,Aid Response,05/08/2019 12:28:00 PM,47.652246000000005,-122.354475,F190046517
221 18th Av S,Aid Response,05/08/2019 12:27:00 PM,47.600659,-122.30896399999999,F190046516
Diagonal Av S / Airport Way S,MVI - Motor Vehicle Incident,05/08/2019 12:24:00 PM,47.572379,-122.32279,F190046513
14020 12th Av Ne,Medic Response,05/08/2019 12:24:00 PM,47.731423,-122.31541599999998,F190046514
6th Av S / S Holgate St,Aid Response,05/08/2019 12:23:00 PM,47.586175,-122.325975,F190046512
2700 Beacon Av S,Rescue Elevator,05/08/2019 12:21:00 PM,47.579471000000005,-122.312377,F190046510
1101 Madison St,Aid Response,05/08/2019 12:18:00 PM,47.609343,-122.325128,F190046509
1216 Pine St,Aid Response,05/08/2019 12:11:00 PM,47.614973,-122.328589,F190046506
6th Av / James St,MVI - Motor Vehicle Incident,05/08/2019 12:03:00 PM,47.604161,-122.328079,F190046503
505 Ne 70th St,Trans to AMR,05/08/2019 12:02:00 PM,47.679478,-122.322726,F190046500
36th Av Sw / Sw Avalon Way,Aid Response,05/08/2019 12:02:00 PM,47.564077000000005,-122.377449,F190046502
113 23rd Av S,Aid Response,05/08/2019 12:01:00 PM,47.601601,-122.30228400000001,F190046499
Olson Pl Sw / 2nd Av Sw,MVI - Motor Vehicle Incident,05/08/2019 12:01:00 PM,47.521244,-122.336301,F190046501
51st Av S / S Brandon St,MVI - Motor Vehicle Incident,05/08/2019 12:00:00 PM,47.553354999999996,-122.26985800000001,F190046498
3RD AV / SPRING ST,Medic Response,05/08/2019 11:56:00 AM,47.606336999999996,-122.334672,F190046497
3610 S Edmunds St,Medic Response,05/08/2019 11:50:00 AM,47.558661,-122.28752800000001,F190046494
223 Yesler Way,Auto Fire Alarm,05/08/2019 11:43:00 AM,47.601718,-122.331581,F190046492
317 Marion St,Trans to AMR,05/08/2019 11:42:00 AM,47.604991,-122.333174,F190046493
4th Av / Columbia St,1RED 1 Unit,05/08/2019 11:37:00 AM,47.604662,-122.331604,F190046491
4129 35th Av Sw,Aid Response,05/08/2019 11:35:00 AM,47.566395,-122.37618799999998,F190046490
Lake City Way Ne / Ne 88th St,Medic Response,05/08/2019 11:34:00 AM,47.692114000000004,-122.305856,F190046489
308 4th Av S,Trans to AMR,05/08/2019 11:32:00 AM,47.599968,-122.328965,F190046488
6110 28th Av Nw,Aid Response,05/08/2019 11:29:00 AM,47.673048,-122.392977,F190046487
2428 Nw 56th St,Trans to AMR,05/08/2019 11:26:00 AM,47.669458,-122.38793600000001,F190046486
3223 1st Av S,Medic Response,05/08/2019 11:23:00 AM,47.575297,-122.334203,F190046485
515 Minor Av,Aid Response,05/08/2019 11:17:00 AM,47.606466999999995,-122.32091000000001,F190046483
3469 3rd Av W,Aid Response,05/08/2019 11:14:00 AM,47.651051,-122.360876,F190046482
169 12th Av,Trans to AMR,05/08/2019 11:11:00 AM,47.602996000000005,-122.316782,F190046481
1050 James St,Auto Fire Alarm,05/08/2019 11:08:00 AM,47.606255,-122.323074,F190046479
N 41st St / Interlake Av N,Medic Response,05/08/2019 10:59:00 AM,47.65684,-122.34079399999999,F190046477
5200 35th Av Sw,Aid Response,05/08/2019 10:52:00 AM,47.555602,-122.37626100000001,F190046476
3701 Sw 104th St,Aid Response,05/08/2019 10:50:00 AM,47.510007,-122.37868799999998,F190046475
1811 Eastlake Av,Automatic Medical Alarm,05/08/2019 10:42:00 AM,47.618002000000004,-122.329182,F190046473
2101 4th Av,Aid Response,05/08/2019 10:39:00 AM,47.613831,-122.341333,F190046471
805 4th Av N,Aid Response,05/08/2019 10:32:00 AM,47.626321999999995,-122.348863,F190046470
1560 N 115th St,Aid Response,05/08/2019 10:28:00 AM,47.712305,-122.339495,F190046468
Wb Wsea Frwy At Harbor,MVI - Motor Vehicle Incident,05/08/2019 10:26:00 AM,47.571574,-122.36510600000001,F190046467
6044 M L King Jr Way S,Medic Response,05/08/2019 10:23:00 AM,47.547781,-122.28629699999999,F190046465
317 Marion St,Trans to AMR,05/08/2019 10:22:00 AM,47.604991,-122.333174,F190046464
3006 32nd Av W,Aid Response,05/08/2019 10:20:00 AM,47.646865000000005,-122.39826299999999,F190046463
7124 47th Av Sw,Trans to AMR,05/08/2019 10:19:00 AM,47.538889000000005,-122.39308799999999,F190046462
10049 College Way N,Aid Response,05/08/2019 10:06:00 AM,47.701741999999996,-122.335029,F190046459
2614 42nd Av Sw,Trans to AMR,05/08/2019 10:06:00 AM,47.580917,-122.38518400000001,F190046461
10404 34th Av Sw,Aid Response,05/08/2019 10:04:00 AM,47.509951,-122.37461299999998,F190046460
1301 6th Av,MVI - Motor Vehicle Incident,05/08/2019 10:00:00 AM,47.609159999999996,-122.33263999999998,F190046458
6940 M L King Jr Way S,Medic Response,05/08/2019 09:52:00 AM,47.540318,-122.282693,F190046457
12505 Greenwood Av N,Aid Response,05/08/2019 09:52:00 AM,47.719638,-122.355539,F190046456
1930 Post Al,Medic Response,05/08/2019 09:47:00 AM,47.610181,-122.34211699999999,F190046452
1801 16th Av Sw,Aid Response,05/08/2019 09:41:00 AM,47.586231,-122.355429,F190046451
7934 9th Av Sw,Medic Response,05/08/2019 09:37:00 AM,47.531625,-122.346777,F190046448
14396 30th Av Ne,Aid Response,05/08/2019 09:36:00 AM,47.732881,-122.296531,F190046447
S Charles St / Rainier Av S,Aid Response,05/08/2019 09:33:00 AM,47.594072,-122.31015,F190046446
Mercer St / Terry Av N,Aid Response,05/08/2019 09:30:00 AM,47.624548,-122.33713200000001,F190046445
505 Ne 70th St,Alarm Bell,05/08/2019 09:29:00 AM,47.679478,-122.322726,F190046444
4337 15th Av Ne,Auto Fire Alarm,05/08/2019 09:27:00 AM,47.66005,-122.312025,F190046443
3801 Brooklyn Av Ne,Aid Response,05/08/2019 09:26:00 AM,47.653599,-122.314489,F190046441
10013 M L King Jr Way S,Medic Response,05/08/2019 09:24:00 AM,47.510993,-122.278654,F190046440
Sw Sylvan Heights Dr / Sylvan Way Sw,MVI - Motor Vehicle Incident,05/08/2019 09:23:00 AM,47.54037,-122.36884099999999,F190046439
4611 35th Av Sw,Aid Response,05/08/2019 09:22:00 AM,47.561926,-122.376204,F190046438
4503 8th Av Nw,Medic Response,05/08/2019 09:12:00 AM,47.661476,-122.366174,F190046437
10750 30th Av Ne,Medic Response- 7 per Rule,05/08/2019 09:08:00 AM,47.706969,-122.296231,F190046435
2611 S Dearborn St,Aid Response,05/08/2019 09:07:00 AM,47.595541,-122.298643,F190046434
6561 Beach Dr Sw,Medic Response- 7 per Rule,05/08/2019 09:04:00 AM,47.54401,-122.39725800000001,F190046433
101 TAYLOR AV N,Medic Response,05/08/2019 08:52:00 AM,47.618565999999994,-122.34631599999999,F190046430
1827 Yale Av,Aid Response,05/08/2019 08:47:00 AM,47.617709000000005,-122.330044,F190046429
3012 Nw Market St,Aid Response,05/08/2019 08:47:00 AM,47.668642,-122.39580600000001,F190046428
109 28th Av S,Aid Response,05/08/2019 08:45:00 AM,47.601581,-122.29582099999999,F190046427
1718 Melrose Av,Aid Response,05/08/2019 08:25:00 AM,47.617193,-122.327873,F190046423
10521 Meridian Av N,Trans to AMR,05/08/2019 08:20:00 AM,47.705221,-122.333933,F190046422
5700 1st Av S,Aid Response,05/08/2019 08:18:00 AM,47.551903,-122.334216,F190046421
1002 E Spruce St,Aid Response,05/08/2019 08:17:00 AM,47.603519,-122.319381,F190046420
1631 S Weller St,Brush Fire,05/08/2019 08:16:00 AM,47.597488,-122.311174,F190046419
8001 Sand Point Way Ne,Automatic Medical Alarm,05/08/2019 08:11:00 AM,47.687408000000005,-122.265455,F190046417
9061 Seward Park Av S,Automatic Medical Alarm,05/08/2019 08:10:00 AM,47.521679,-122.264284,F190046416
1500 Nw Market St,Trans to AMR,05/08/2019 08:08:00 AM,47.668667,-122.37621399999999,F190046415
500 5th Av,Medic Response,05/08/2019 08:05:00 AM,47.602985,-122.328535,F190046414
Mercer St / Queen Anne Av N,Aid Response,05/08/2019 07:59:00 AM,47.624583,-122.35670900000001,F190046411
1216 Pine St,Aid Response,05/08/2019 07:58:00 AM,47.614973,-122.328589,F190046410
Montlake Blvd E / E Lake Washington Blvd,Medic Response,05/08/2019 07:52:00 AM,47.643961,-122.304098,F190046409
1167 Republican St,Rescue Elevator,05/08/2019 07:51:00 AM,47.62312,-122.333818,F190046408
922 N 79th St,Aid Response,05/08/2019 07:30:00 AM,47.686221999999994,-122.34691299999999,F190046404
4718 36th Av Sw,Auto Fire Alarm,05/08/2019 07:22:00 AM,47.56074,-122.37746299999999,F190046403
600 Stewart St,Aid Response,05/08/2019 07:19:00 AM,47.613622,-122.337015,F190046402
1101 4th Av,Rescue Elevator,05/08/2019 06:55:00 AM,47.606801000000004,-122.33356200000001,F190046400
318 2nd Av Et S,Aid Response,05/08/2019 06:52:00 AM,47.600194,-122.330541,F190046399
10703 3rd Av Nw,Activated CO Detector,05/08/2019 06:47:00 AM,47.706944,-122.36079,F190046396
3655 47th Av Sw,Medic Response,05/08/2019 06:45:00 AM,47.571567,-122.392091,F190046395
2401 4TH AV S,Medic Response,05/08/2019 06:40:00 AM,47.581886,-122.32905500000001,F190046393
700 MINOR AV,Car Fire,05/08/2019 06:38:00 AM,47.607661,-122.322073,F190046392
157 Roy St,Aid Response,05/08/2019 06:37:00 AM,47.625446000000004,-122.35390100000001,F190046391
8802 Midvale Av N,Medic Response,05/08/2019 06:34:00 AM,47.692374,-122.34239199999999,F190046389
4544 7th Av Ne,Medic Response- 7 per Rule,05/08/2019 06:17:00 AM,47.662003999999996,-122.320724,F190046387
9009 Greenwood Av N,Aid Response,05/08/2019 06:15:00 AM,47.69429,-122.35533999999998,F190046386
97 S Main St,Trans to AMR,05/08/2019 06:15:00 AM,47.600044,-122.33421899999999,F190046385
2148 4th Av W,Medic Response- 7 per Rule,05/08/2019 06:09:00 AM,47.638049,-122.36229099999998,F190046383
Eb Sr520 At Montlake,Aid Response,05/08/2019 06:07:00 AM,47.643417,-122.30852800000001,F190046384
6720 East Green Lake Way N,Aid Response,05/08/2019 06:01:00 AM,47.678340000000006,-122.32895,F190046382
Brooklyn Av Ne / Ne 50th St,Medic Response,05/08/2019 05:45:00 AM,47.664908000000004,-122.31421,F190046381
1800 S Jackson St,Aid Response,05/08/2019 05:36:00 AM,47.599239000000004,-122.308968,F190046379
1509 E Mercer St,Aid Response,05/08/2019 05:36:00 AM,47.624444,-122.31248400000001,F190046380
221 18th Av S,Medic Response,05/08/2019 05:20:00 AM,47.600659,-122.30896399999999,F190046377
7240 East Marginal Way S,Aid Response,05/08/2019 04:14:00 AM,47.538128,-122.319709,F190046375
1511 3rd Av,Auto Fire Alarm,05/08/2019 04:11:00 AM,47.609851,-122.33788600000001,F190046374
4616 M L King Jr Way S,AFA4 - Auto Alarm 2 + 1 + 1,05/08/2019 03:55:00 AM,47.561674,-122.293783,F190046372
1930 Boren Av,Aid Response,05/08/2019 03:42:00 AM,47.617173,-122.33310300000001,F190046370
5300 24th Av Ne,Trans to AMR,05/08/2019 03:38:00 AM,47.66707,-122.301946,F190046368
5620 University Way Ne,Aid Response,05/08/2019 03:38:00 AM,47.669742,-122.31302600000001,F190046369
805 4th Av N,Aid Response,05/08/2019 03:33:00 AM,77.0,-24.0,F190046366
1660 S Columbian Way,Trans to AMR,05/08/2019 03:32:00 AM,47.561845,-122.310824,F190046367
100 23rd Av S,Aid Response,05/08/2019 03:29:00 AM,47.601667,-122.30233899999999,F190046364
811 E Roanoke St,Aid Response,05/08/2019 03:25:00 AM,47.643190000000004,-122.32195300000001,F190046363
2801 1st Av,Trans to AMR,05/08/2019 03:19:00 AM,47.616354,-122.35155,F190046362
7755 16th Av S,Trans to AMR,05/08/2019 02:49:00 AM,47.532594,-122.31325700000001,F190046360
10403 39th Av Sw,Trans to AMR,05/08/2019 02:31:00 AM,47.510001,-122.38151,F190046359
1126 M L King Jr Way,Medic Response,05/08/2019 02:13:00 AM,47.611729,-122.296223,F190046358
4544 7th Av Ne,Trans to AMR,05/08/2019 01:24:00 AM,47.662003999999996,-122.320724,F190046356
14047 Stone Av N,Aid Response Yellow,05/08/2019 01:13:00 AM,47.730773,-122.342355,F190046355
306 N 79th St,Automatic Medical Alarm,05/08/2019 01:07:00 AM,47.686215000000004,-122.35521499999999,F190046354
118 Bell St,Trans to AMR,05/08/2019 01:05:00 AM,47.613496999999995,-122.346355,F190046352
3653 Sw Othello St,Aid Response,05/08/2019 12:52:00 AM,47.536833,-122.378996,F190046349
9th Av Nw / Nw 46th St,Trans to AMR,05/08/2019 12:50:00 AM,47.662196,-122.368614,F190046350
660 S Andover St,AFA4 - Auto Alarm 2 + 1 + 1,05/08/2019 12:48:00 AM,47.568056,-122.325112,F190046348
106 Bell St,Aid Response,05/08/2019 12:40:00 AM,47.613416,-122.34646000000001,F190046347
N 77th St / Greenwood Av N,Natural Gas Odor,05/08/2019 12:40:00 AM,47.684748,-122.355298,F190046346
400 Pine St,Aid Response,05/08/2019 12:33:00 AM,47.611207,-122.33759199999999,F190046345
27th Av W / Gilman Av W,Brush Fire,05/08/2019 12:04:00 AM,47.659428999999996,-122.390945,F190046342
1921 44th Av Sw,Aid Response,05/07/2019 11:45:00 PM,47.586642,-122.38766399999999,F190046340
1236 S Donovan St,Trans to AMR,05/07/2019 11:35:00 PM,47.525599,-122.31711000000001,F190046338
1509 30th Av,Medic Response- 7 per Rule,05/07/2019 11:30:00 PM,47.614196,-122.29356999999999,F190046337
4543 18th Av Ne,Aid Response,05/07/2019 11:29:00 PM,47.661639,-122.30837700000001,F190046335
1932 2nd Av,Medic Response- 7 per Rule,05/07/2019 11:26:00 PM,47.611207,-122.340864,F190046334
7349 43rd Av S,Medic Response,05/07/2019 11:23:00 PM,47.536598,-122.27937800000001,F190046333
3234 60th Av Sw,Medic Response,05/07/2019 11:10:00 PM,47.575578,-122.409446,F190046331
2915 S Grand St,Medic Response,05/07/2019 11:03:00 PM,47.586884000000005,-122.29472,F190046330
NE 45TH ST / 5TH AV NE,Aid Response,05/07/2019 10:51:00 PM,47.661333,-122.322956,F190046329
2320 Sw Hudson St,Alarm Bell,05/07/2019 10:50:00 PM,47.557460999999996,-122.36182600000001,F190046328
